nodes-10000,edges-9999,weights
7954,5860,73
5860,5188,54
5188,8306,34
6592,5914,73
5914,1684,31
354,5950,73
1690,6112,73
5085,6174,73
6174,9825,25
6215,6442,73
6442,1158,44
6442,8492,47
8492,2697,1
8492,3146,4
8492,40,21
40,1509,46
1509,3047,49
3047,9931,65
9931,6962,35
9931,7168,47
761,6579,73
4561,6650,73
6650,4965,2
4965,6034,31
7904,6811,73
6811,375,50
375,7884,33
7884,559,49
6811,4336,62
4336,6399,1
7901,7088,73
5082,7201,73
6166,7917,73
7917,2197,63
7008,8255,73
2806,8291,73
8291,9064,62
1192,8746,73
8746,5189,17
5189,5099,69
5130,8780,73
8780,8447,69
8447,3706,15
2255,8834,73
8834,2738,49
8834,6641,72
7805,8895,73
7931,8906,73
1197,8930,73
3860,9454,73
9454,2763,66
2763,9445,1
9445,2249,66
7520,9498,73
9498,9102,7
9498,9236,55
9236,6422,18
6422,884,49
3810,9744,73
7298,439,74
439,101,7
101,3967,45
9172,588,74
588,7731,62
1524,715,74
4572,920,74
2876,1239,74
5217,1411,74
0,1654,74
1654,8183,48
4990,1722,74
1722,9146,40
2396,1766,74
1766,864,22
7582,1899,74
1899,2980,53
2980,5942,58
3415,1976,74
8508,2459,74
2459,6349,12
7332,2488,74
179,2574,74
2574,112,34
112,6261,60
3654,2610,74
2610,7592,28
1793,2867,74
2867,2958,1
542,2920,74
2920,8273,56
319,3118,74
1813,3529,74
4360,3598,74
3598,2721,32
2721,7642,24
7507,3714,74
3714,4142,64
1928,3801,74
2775,4302,74
1710,4386,74
4386,360,66
7258,4592,74
2908,5207,74
2605,5291,74
1146,5328,74
5328,3188,55
2199,5632,74
5632,274,67
9812,6535,74
2651,6556,74
7288,6608,74
6631,6686,74
6686,2705,19
8171,6777,74
7412,6933,74
1047,7039,74
7901,7056,74
7056,2490,46
2490,1614,23
2490,2288,43
2288,5433,67
4278,7297,74
3072,7423,74
3247,7679,74
7679,687,52
687,8873,47
8873,2880,23
9903,7757,74
1817,7885,74
8772,8290,74
115,8849,74
8849,2709,39
8849,3013,56
3898,8975,74
8975,3380,7
8975,1215,57
1215,9782,29
5500,9462,74
5651,251,75
251,7351,9
7351,1148,73
7839,297,75
3853,466,75
2809,1331,75
1217,1498,75
1498,4618,30
4182,1605,75
2701,1608,75
1608,3798,48
4157,1943,75
6306,2021,75
2021,2225,19
2725,2058,75
3723,2385,75
5234,2764,75
2764,1321,10
1321,9407,12
8282,2798,75
2798,8135,22
3763,3187,75
8243,3760,75
4403,4006,75
4006,4996,61
8264,4876,75
3114,5119,75
5119,2238,63
5119,9283,69
2849,5707,75
4402,6612,75
2703,7235,75
9744,7260,75
7260,4633,18
4633,155,75
155,3612,63
8939,7285,75
4314,7663,75
7663,2137,18
2137,9052,37
2137,7486,41
8864,8268,75
8268,7983,4
6533,8851,75
8759,8992,75
8992,3772,72
1126,9324,75
4330,9417,75
6377,9439,75
9439,77,56
77,9678,47
5539,9520,75
4076,9674,75
9674,265,40
3635,9928,75
9928,650,30
9928,7047,69
7047,4304,54
4304,6507,39
1166,55,76
7196,87,76
87,4586,54
3560,105,76
3567,152,76
4108,246,76
246,2347,60
2347,7916,48
7168,716,76
716,4324,25
4324,1592,68
5532,972,76
972,1035,34
2492,1076,76
8390,1188,76
1188,9754,4
1188,2264,6
2264,9835,47
4675,1250,76
1250,3395,9
4454,1323,76
7590,1347,76
1347,9479,69
9479,2085,29
5145,1391,76
2407,1526,76
1526,6216,13
6216,2025,61
2025,7217,38
84,1733,76
1733,5113,33
1733,225,63
9666,1787,76
4333,1897,76
1897,4834,42
4834,7034,12
4834,5659,34
1897,593,70
5659,3622,75
3838,2315,76
3972,2641,76
2641,3178,38
2912,2742,76
3672,2869,76
2869,5367,27
5175,2923,76
2923,8197,70
2283,3242,76
3242,5162,35
3202,3447,76
6800,4080,76
4080,5447,68
4080,9899,68
7967,4112,76
7944,4573,76
4070,4651,76
4651,6178,66
9915,4704,76
4704,321,49
8783,4886,76
7548,5214,76
5214,2751,2
2751,475,1
3018,5310,76
5310,2752,12
2752,7522,9
3137,5327,76
5327,9230,6
9230,9114,41
8454,5340,76
5340,9522,12
2281,5348,76
140,5619,76
5619,5729,61
9603,5940,76
3269,6016,76
4601,6106,76
6106,4371,74
4371,4827,58
955,6195,76
1962,6231,76
23,6566,76
6566,1046,29
6566,5330,69
5330,1009,63
9213,7557,76
7557,3911,29
1721,7678,76
7155,7978,76
7978,3466,68
3055,8181,76
8181,7851,20
9475,8302,76
1581,8970,76
8047,9069,76
136,9566,76
9566,6490,4
6490,8714,5
8714,2769,25
6290,9597,76
9597,8227,5
9630,9862,76
3219,131,77
4939,597,77
597,3564,55
3958,783,77
783,4908,30
4908,4943,41
783,5788,62
6003,1202,77
9699,1536,77
1536,6360,36
8168,1958,77
6920,1999,77
1999,9803,72
9803,6200,19
1999,4450,76
4450,102,2
4450,5180,8
102,1705,27
1705,3623,20
9899,2028,77
2028,5296,37
4712,2136,77
2136,1823,59
2063,2332,77
9954,2368,77
2368,8319,27
7275,2440,77
2946,2624,77
2624,6452,20
5180,2829,77
2829,7326,10
5782,2879,77
4510,3557,77
3557,6782,35
1872,4247,77
4247,3722,26
3722,6977,41
979,4283,77
4283,7038,11
8172,4290,77
4290,9941,25
9941,3256,64
3256,9413,65
6288,4462,77
4462,2032,39
2032,9359,16
1072,4974,77
4974,7051,20
5843,5157,77
5157,6685,26
7378,5518,77
5518,9533,48
9533,4578,68
2308,5562,77
5874,6138,77
6138,44,62
44,5551,46
5805,7602,77
1529,7719,77
4724,7864,77
7864,71,24
9678,8125,77
8125,5088,12
5088,9214,41
9214,47,45
2156,8210,77
8210,3449,33
9698,8253,77
8253,6220,54
8600,8408,77
8408,5380,75
8174,9050,77
8145,9098,77
9098,8565,30
8565,4235,20
9112,9280,77
5890,9496,77
9496,8245,16
8245,5073,17
5073,8979,51
1046,9748,77
9748,6982,52
6949,176,78
176,156,34
176,6699,43
6699,1851,45
1851,7539,13
7539,9348,60
2922,529,78
1184,621,78
621,306,41
5960,795,78
3698,1240,78
1240,4687,75
4687,2173,16
1154,2208,78
5685,2475,78
3194,2847,78
6986,2854,78
2854,9226,55
900,3354,78
124,3413,78
3413,3875,14
3875,9834,8
9556,3465,78
7029,3681,78
3681,3661,57
3661,8194,40
8194,8563,63
3681,2905,67
2905,1712,19
1712,4096,67
4096,8204,14
6549,4885,78
8269,5302,78
9685,5313,78
2519,5710,78
5710,7462,24
7462,1481,10
1481,7280,21
7280,9737,19
9737,5544,34
913,5988,78
8690,6818,78
6818,2466,3
3529,6980,78
9444,7080,78
7080,6539,1
6539,1760,17
1760,4318,32
7615,7355,78
7355,2817,24
9459,7456,78
7456,1007,77
504,7686,78
9784,7761,78
7761,6774,59
8804,7899,78
7899,6788,1
7899,7777,65
6039,7957,78
7957,7067,54
7067,2522,31
2522,9895,2
2522,4627,34
7837,8015,78
4811,8458,78
4967,8862,78
8477,9242,78
9242,2999,4
2999,8406,13
9242,1630,39
1630,943,66
943,2259,54
201,9367,78
2995,9387,78
7497,9525,78
131,9833,78
9833,7543,70
7543,6058,50
528,9947,78
9947,1306,78
598,9991,78
9991,6605,27
6605,1893,6
1893,1736,55
4670,3,79
7920,63,79
63,5624,32
5624,1420,24
1580,199,79
7369,371,79
371,3372,12
7066,740,79
8174,1633,79
1633,2667,2
6306,1995,79
1995,5477,35
5477,2560,25
417,2171,79
9936,3305,79
7553,3599,79
4980,3873,79
4083,4271,79
3704,4766,79
4478,4835,79
4835,5303,46
5303,2392,21
2392,2125,63
2125,7166,70
155,5022,79
815,5166,79
5166,5286,20
6639,5592,79
1971,5767,79
1420,6555,79
1090,6789,79
6789,420,53
420,9580,42
9580,4483,33
4483,7304,51
7304,7909,29
7173,7005,79
7005,3056,10
8935,7720,79
7107,7744,79
6889,7782,79
7782,7596,70
5520,8073,79
7928,8101,79
735,8266,79
8266,7603,29
8266,2263,75
4347,8693,79
3284,8770,79
4397,9135,79
9135,602,20
602,3067,69
7750,9156,79
5022,9724,79
9724,28,28
9724,8018,29
3842,9945,79
9945,4064,23
9491,330,80
330,3547,76
5077,467,80
467,2941,66
8440,667,80
667,3822,67
9827,1353,80
3977,1399,80
1399,5238,70
5957,1744,80
7983,1827,80
1827,273,77
6878,2051,80
6313,2779,80
4404,2841,80
2841,2654,57
5257,3625,80
3625,5786,41
623,3870,80
4073,4042,80
4042,3544,56
905,4576,80
4576,5339,72
2865,4739,80
2782,4799,80
8247,5100,80
8799,5351,80
3502,5510,80
5510,4428,14
3457,5666,80
1121,6582,80
215,6661,80
26,6687,80
6687,4311,33
4311,4813,5
8463,6868,80
214,7010,80
2942,7795,80
8814,7801,80
5885,7831,80
4716,8450,80
8450,128,53
9835,8825,80
8523,8991,80
7996,9161,80
5431,9212,80
5989,9408,80
8055,9800,80
9800,830,67
4092,1489,81
4564,1517,81
2198,2059,81
2059,3923,42
3923,3358,62
3358,526,36
3923,7762,71
3067,2859,81
2859,9011,28
9011,6412,59
3452,3100,81
3100,3941,30
3941,7965,72
7965,159,74
159,6987,39
938,3164,81
859,3448,81
6468,3461,81
3461,9802,58
9802,2246,69
2246,7118,52
7118,4936,41
2246,846,54
5997,3770,81
3770,2580,19
2580,4613,28
4613,8271,53
3770,5766,72
9425,3945,81
3945,5888,4
5888,6595,80
6595,4841,5
4343,4159,81
3424,4207,81
4207,4,81
4,412,44
412,150,23
150,4146,25
4146,7424,28
7685,4268,81
6242,4446,81
5000,4616,81
2658,5571,81
7214,5826,81
3582,6529,81
6529,4441,11
2497,6617,81
9707,6693,81
6693,9415,6
6693,447,54
447,5604,15
447,8261,26
5604,3879,58
3879,6406,26
9415,7594,68
5604,3793,69
6693,4812,81
4812,5626,43
2970,6927,81
4618,7266,81
6067,7745,81
7745,1714,27
8786,8634,81
7641,855,82
9429,1230,82
2364,2310,82
2310,1406,43
1406,8727,14
5433,2343,82
2343,1446,31
1446,2388,53
8974,2724,82
8456,2851,82
2851,4898,41
4898,3335,61
3335,3112,64
9783,3344,82
305,3913,82
3743,4346,82
4346,871,23
2602,4556,82
4556,7253,76
8588,4568,82
1571,5028,82
4667,5644,82
3164,5798,82
5798,9208,46
9208,8097,53
8097,1916,29
1916,7357,50
7357,2431,5
7647,5930,82
5930,8595,65
2683,6227,82
6227,1557,57
6231,6378,82
8065,6824,82
1961,7053,82
7053,444,54
8593,7284,82
6338,7431,82
7431,3258,38
3258,1366,71
1366,1839,57
1839,6634,57
6634,6470,34
6470,7926,55
2293,8221,82
4207,8692,82
8692,1845,26
9086,8732,82
8732,4062,37
4062,1322,60
8412,8932,82
8784,9165,82
8410,9543,82
9543,2783,10
5371,560,83
560,5326,78
5326,6726,59
4979,603,83
603,6737,44
5685,1013,83
573,1226,83
1201,1781,83
1781,4188,27
1781,7036,57
4188,7142,78
7142,5655,16
5655,4111,24
8629,1831,83
5957,1940,83
262,2031,83
2031,3375,71
2031,3303,82
2172,2758,83
2758,2414,23
7043,2805,83
2805,4361,22
1367,3781,83
3781,4075,77
4075,7892,10
1745,4391,83
4391,2107,39
9530,4540,83
3437,4794,83
4794,4729,4
4794,3930,65
637,5728,83
5728,9106,37
9106,8816,3
8816,1768,5
7665,5852,83
59,5919,83
9993,6023,83
6023,6102,54
7239,6190,83
7870,6464,83
1353,7025,83
7025,3687,61
3687,1508,76
4810,7444,83
1279,7849,83
6820,7997,83
5450,9099,83
9099,7664,77
9720,9177,83
8984,9786,83
9525,1092,84
1092,974,15
974,9860,73
8699,2015,84
2015,7112,80
1358,2303,84
3281,2717,84
2717,4954,74
6863,2828,84
1973,3105,84
1901,3507,84
9485,3883,84
7658,4374,84
7229,4410,84
4410,5200,24
1461,4807,84
2140,4907,84
4907,5508,18
5508,7934,30
7934,8773,60
7079,5249,84
5249,3746,38
3746,547,19
547,5046,39
7643,5701,84
2272,6742,84
6742,8875,46
9068,8152,84
5118,8156,84
5394,8340,84
8340,1848,3
6295,8792,84
3426,9988,84
5833,1469,85
1469,9020,26
7237,1800,85
7595,1925,85
3750,3210,85
3211,3592,85
5103,4337,85
4123,4429,85
4429,463,46
3836,5017,85
3287,5051,85
6022,5546,85
9838,5869,85
1127,6322,85
6322,2072,67
5486,6436,85
1792,7621,85
7621,5065,2
1655,7650,85
7650,520,29
520,7940,32
7940,5201,51
9553,7737,85
6588,8363,85
2198,8473,85
4098,9298,85
9298,6025,66
2714,9717,85
9717,4731,23
1933,1111,86
3365,1809,86
7313,2403,86
2403,6749,73
8288,2716,86
2716,5676,81
2001,2959,86
2959,1868,13
2959,5452,29
5777,3369,86
2800,4691,86
1959,4695,86
4695,2224,56
2224,9738,79
2947,5362,86
6485,5631,86
664,5673,86
5673,9841,56
9841,6355,37
8115,7830,86
7424,8203,86
376,8270,86
8270,3651,44
4041,8739,86
8312,9510,86
9510,7717,39
7717,3794,25
295,9889,86
9889,1117,62
9757,1012,87
6384,2316,87
2316,6804,32
1063,2428,87
2428,7838,46
7838,2578,27
2578,4009,42
737,3320,87
3320,1131,28
8530,3393,87
8152,4671,87
6388,5123,87
5123,4960,13
4960,6358,36
464,5144,87
2377,5761,87
5348,6375,87
5631,6601,87
5399,6643,87
6273,6934,87
6934,3960,67
9665,7086,87
1514,7143,87
7143,1832,63
3031,8188,87
8188,5781,75
5781,6176,11
6176,3768,42
5672,8756,87
2500,549,88
549,1991,9
1991,9776,65
3588,724,88
724,7694,63
7150,1540,88
1540,6992,49
1540,6620,51
6620,7014,29
6620,1058,62
1058,6773,6
6992,9876,76
9876,7950,36
7950,3991,73
3991,9523,38
9523,5908,30
6773,5159,79
4602,1642,88
1642,2839,69
2839,7563,21
8791,1796,88
6133,2254,88
3491,2348,88
9484,2487,88
2487,3405,22
7594,4920,88
8463,4948,88
4948,5370,77
6691,6919,88
6919,9948,24
9948,5726,35
4894,7430,88
7430,146,61
146,4103,67
5028,7472,88
9551,7494,88
7494,486,32
9162,8518,88
6636,8592,88
8183,8602,88
8602,7208,74
5571,9233,88
9233,9768,86
9768,5529,22
5529,9828,58
1759,9731,88
4067,587,89
1751,1062,89
2122,2776,89
717,3633,89
3633,3217,61
3217,3004,52
3004,4770,76
1795,3749,89
8166,5475,89
9012,6053,89
6053,2924,68
2924,3152,56
3152,3161,63
3161,6469,46
6053,3536,84
4609,6613,89
6613,5638,2
5638,3639,14
3639,2540,9
6613,2811,18
2811,7880,5
8818,6701,89
7848,7377,89
2194,7571,89
5732,7684,89
3139,9179,89
9179,9810,2
2103,9438,89
9438,789,65
1693,9804,89
8901,1187,90
6987,2370,90
2450,2925,90
731,3007,90
7347,4217,90
4217,1547,85
1547,525,41
4162,4847,90
7377,5195,90
5195,4544,50
4400,7102,90
2574,7233,90
9621,7706,90
4370,7946,90
7946,6750,43
6750,7707,88
9232,103,91
5377,157,91
157,7187,68
7187,8897,55
1987,397,91
1054,651,91
9740,1056,91
3290,1256,91
1256,9606,66
9606,8594,53
4385,2121,91
5317,2201,91
8954,2632,91
2632,928,63
928,8220,4
8220,2352,19
9962,2733,91
1903,4973,91
1543,5993,91
7019,6478,91
6478,1682,63
1682,8806,53
8806,2619,91
2619,812,81
812,1874,29
1874,8723,41
8723,1114,32
1114,8052,52
4654,7319,91
7319,2181,45
7999,7657,91
4865,596,92
122,1064,92
4345,1632,92
2123,2420,92
2420,7871,2
7403,4795,92
3665,5467,92
9275,9343,92
9343,6516,66
6869,9350,92
9764,9583,92
7737,9892,92
6102,208,93
8073,1288,93
1288,8757,11
8757,7290,70
3756,1849,93
1849,1216,41
4148,2006,93
1338,2542,93
2542,6531,22
6531,6202,92
6060,3017,93
9895,4479,93
1767,4599,93
34,5543,93
9492,6319,93
3386,9730,93
9730,5614,76
7098,1016,94
8931,7163,94
5789,7728,94
7728,6609,32
6609,9449,70
2889,9203,94
3630,9787,94
8889,3032,95
8255,4763,95
2337,7048,95
3947,9465,95
8955,868,96
868,3277,93
3277,316,42
7230,1304,96
1304,2765,88
2051,3190,96
365,6070,96
7777,7742,96
647,8779,96
7094,167,97
2892,3232,97
3232,5338,58
2481,6018,97
8585,1597,98
1597,8265,52
8265,8534,36
8534,4313,5
4313,6110,39
6110,9007,40
6689,7227,98
Done in: 1.452123 secs
